,price
299075,43613
343725,12900
387424,13749
152188,42995
23192,6500
271488,27490
227519,4500
86519,16588
189960,8995
196811,16377
184032,28300
263691,15990
277267,23988
87632,7595
312685,15812
336673,28987
187597,67999
35197,23990
104550,16994
123088,9980
159381,19900
367953,33777
129097,16990
297204,7499
169210,19999
180902,9995
115078,4650
254653,16990
34916,15950
125513,8999
265505,7500
229394,9500
182928,11500
193044,23990
127,7000
31509,31888
83438,12500
305933,13500
199149,14995
240978,11950
396457,24982
245311,259
363174,12500
313054,20922
390622,20900
376546,2800
317122,5499
337587,15950
308872,38999
393271,17995
235861,4500
309023,17995
290311,24975
229161,17900
186440,37995
283217,33995
99361,9800
235179,9995
261302,36795
249953,6800
41326,14995
293698,15681
208286,9125
292256,5299
97075,4495
174379,23427
247716,39990
241016,8990
126685,29777
332271,18590
419530,8100
156342,14500
197159,33990
189553,14000
80925,17995
327415,7999
143881,34998
263888,13995
260214,11645
283640,8000
221765,8495
86957,51400
207265,8695
247151,17450
10806,10500
169711,74999
273479,4995
127938,6995
382109,3998
168224,15788
221622,45990
179129,11492
147184,79990
333154,7495
363078,4995
90252,7995
291788,5495
309648,8650
250599,17990
230902,7995
236153,6500
406401,244
379916,6900
119615,4499
261718,39999
356137,24699
400574,11997
257040,28822
215971,18950
341091,21988
118561,22995
234534,15900
260918,9500
8685,22879
194333,15000
258538,6984
237454,16995
212825,1000
144011,6995
242225,39900
34134,20950
233676,23876
84482,10850
387129,16999
283752,65495
287841,22998
29497,282
388299,11000
309170,11995
372587,22944
165237,18988
255195,367
374445,12209
418281,11399
171054,49995
261070,21990
172257,10500
225788,15495
335025,8778
110264,17995
191964,4800
217731,21895
313404,15995
380949,10898
206825,7750
217126,7495
291217,13997
267796,9998
146977,3995
120694,10900
296256,48999
34573,10499
77028,17000
68695,2500
345415,10995
288522,36995
325787,6799
1451,10399
77417,8889
218518,6395
217228,35500
227832,33982
159577,3995
133322,14500
30828,27495
193849,16995
95542,12885
321547,8995
348247,8995
91578,5000
355488,34998
336639,4450
329985,25500
74327,24997
268173,9000
73103,12999
185644,21850
244865,6999
409629,7250
420845,9200
2792,26900
26628,19997
192202,19413
291877,15000
418295,8499
88411,23000
395357,14900
232446,17997
86793,11999
86710,6900
399161,7399
326860,15991
318762,7750
3238,34545
341308,8950
124158,33000
239932,5600
215611,6000
275403,3750
295653,7995
140601,37999
315717,16990
299135,25995
74719,15999
393964,8000
283402,6995
8076,43990
398261,12495
368758,67900
43241,298
60966,4795
262062,21995
423540,19990
8222,18998
259905,5100
245795,27999
396055,39466
136691,9500
305101,14950
213999,11500
97818,37000
199674,20790
193379,4750
329765,10777
276361,25500
324153,5995
374983,16299
326146,45491
203700,14995
294031,4995
344257,9598
184324,15000
418340,12799
327265,18995
385582,18250
419028,25695
422602,9695
234912,13990
349871,34000
397753,23551
259571,18400
198736,9995
204920,29997
57575,29988
244576,298
212649,27985
114174,402
361061,13924
119313,14760
18330,26516
110916,22991
101376,17721
33154,14998
70147,6495
250970,21995
235896,20500
196027,8995
339629,9995
418773,9599
218220,8799
271523,8900
143864,39998
285584,13590
398253,14000
281088,18490
185054,46999
292531,21999
77583,41999
137500,8100
111473,29999
418769,7995
417459,26995
120219,19940
384932,27995
267192,15600
193066,17999
271863,27000
407947,7004
399166,34985
239105,8499
128566,14500
283695,10999
302829,8995
349923,19855
214749,11950
109756,4500
335781,8995
78537,19900
283474,22995
297211,4200
299794,8000
366742,25900
338840,24500
173476,47999
354561,3950
222599,20590
194479,22999
205477,13989
393786,5950
289405,16995
406677,19998
280965,14900
343491,3985
2241,39999
129013,26995
174628,12990
132540,36999
279958,14981
285804,29950
210369,16500
173763,5945
212751,29777
158722,6395
378301,20995
352795,2995
211037,2000
354256,31450
242495,25995
380221,42999
348219,11995
189953,3500
18387,32990
128970,10995
421240,13995
422368,24995
258116,16000
225122,19999
1244,15900
400079,3500
316262,42999
92746,27590
313452,7995
321300,7250
190576,12995
269011,8000
195177,11000
86779,69017
398311,11500
391970,7995
297712,5300
171338,32585
419378,25900
188209,205
307059,9500
330820,5500
317118,16100
358814,12795
308075,274
245656,36995
277291,26988
108,14495
34869,18563
24959,13995
313163,38000
282130,11500
413574,21999
336993,26995
238324,17789
214363,8500
245445,3990
356162,25998
405891,9995
331574,17995
135416,5950
174202,35988
230171,16420
66342,15999
102884,24980
281610,12995
13734,22990
61852,45990
327259,29980
405946,9345
256216,8500
379759,39999
407558,8500
413724,10997
400449,3500
200338,19995
39487,23469
392768,22900
318860,18900
276558,23999
390390,215
96845,4200
270411,15895
216157,24900
69586,13690
354181,22999
336196,15880
419058,3200
168045,14200
283780,46995
416687,17590
15662,21950
389809,19990
377044,14999
97263,39998
214029,8500
397099,16900
221419,15590
243692,41900
344024,7900
368582,4999
382353,36590
200707,11200
357937,500
131425,14615
230581,16000
45204,21990
292735,21990
56316,10900
386059,34985
126953,5900
329449,4700
348784,16490
93063,11900
192618,370
259006,11495
384435,20990
253422,19990
328611,13000
405052,15590
33190,6500
142480,10495
410498,5500
236156,7900
13819,36990
213589,8995
419440,29590
264217,22900
326160,7000
315726,17900
278596,19999
32847,7400
279216,8900
380406,40888
384153,5765
328147,12900
247687,19000
387130,45950
189198,15995
273995,10500
115449,4999
254352,27900
337488,38788
236132,24980
102815,7790
394753,2999
353414,15995
402227,14900
331823,19900
20552,22500
187033,9500
402496,78900
299053,14590
194652,14900
12964,42998
188235,278
422945,36995
199151,14988
407860,6999
85706,13490
292672,12999
328191,18999
398911,16995
251742,6995
264658,18995
397333,19990
123674,8975
246671,43999
310741,5495
344252,11900
364121,11500
268038,19999
389971,49999
247289,17777
285720,17499
338786,6995
291080,11249
202562,21990
157526,10995
405155,26492
205994,11400
126350,29995
335627,15000
203481,23900
307305,28999
5387,9950
243979,14683
180398,11000
300593,28625
75065,6875
197789,22995
4676,14999
184952,13990
339297,16700
52367,13999
320212,14783
380070,14590
292629,22900
262477,7695
329010,17995
407497,19875
410178,32990
288199,18470
112886,9900
185104,13995
216825,15995
90367,8950
61612,5500
282426,15990
289361,15000
110013,7999
229040,4200
352509,3000
208092,8799
204813,11950
318392,15950
343180,5750
240582,15800
395509,23495
234229,13995
383230,12995
208787,18988
422805,8200
77176,21900
283952,1200
411187,10995
193460,14980
306989,14590
252575,7900
358299,10999
7012,17990
146232,25980
206654,17700
138412,20494
306242,23272
241920,42960
287942,27995
107547,25897
401912,24990
160412,1900
253466,24950
420529,7500
182252,14995
351930,18995
222266,17990
2053,36999
204292,24990
58716,22500
272532,34994
203271,11995
166381,13990
346971,8995
247871,10495
403709,13702
230120,19990
133296,9700
395101,36900
290441,7800
37941,7990
191401,20895
80854,14859
223341,28988
101860,8088
391213,6695
208373,3750
318313,6995
378212,12999
186002,26995
405782,10500
257116,16221
69632,16999
107745,14900
193695,8995
180074,33990
219548,79990
21026,36060
278013,35200
222021,18298
61837,31999
192037,13900
309050,9495
290843,28988
422395,18995
188675,8950
296080,6600
294311,46995
270220,18699
270953,24990
305603,22990
136878,644
306236,38952
154252,15588
145563,6998
380300,27994
210012,13495
410413,14500
26799,25995
410361,51948
280049,7950
19649,8997
181081,29995
3944,34985
261007,5495
319706,30999
394166,17995
398827,10355
109687,12450
7119,28996
301777,30985
156390,39980
405523,18495
186868,16995
378688,31995
33613,8750
260462,5995
324485,18500
214864,28900
369189,22950
330114,30888
274300,31992
36254,17000
101292,25998
358382,47575
396973,25900
279049,1495
381628,27899
122845,2700
84926,4999
275951,13000
274754,19995
414201,11997
253391,7995
320735,14590
411884,22590
348576,12950
6273,13850
119604,54999
178075,9810
314539,34980
413755,10997
120275,38414
370094,15997
206646,27000
381663,12950
28570,13888
408728,14990
408164,6488
311873,18995
195200,16990
217237,28750
117238,61000
109998,3400
225275,2990
329664,7500
406630,3495
311829,14990
105914,4700
340733,7988
409203,15000
63016,11999
206598,8995
309745,21750
417665,16500
6237,12280
278386,47995
295322,9997
308129,9995
96213,8180
330514,22700
97885,8645
87235,18495
351964,17995
294338,65995
274433,25995
199865,32900
368671,43900
282604,30695
16277,49999
87403,21995
326080,21489
63927,19999
255248,27590
267532,37995
122424,5999
18737,1500
298462,257
378820,30999
394227,13500
304456,20500
198551,7950
212950,17500
414015,12413
66654,13998
272372,17995
223982,24995
1777,28499
138858,51995
13607,63999
296341,15995
301671,32985
4807,35995
383761,14991
330731,8500
306946,8450
304525,32950
387920,16997
207242,22251
279856,22900
302268,10500
158005,14995
294480,14990
98766,15998
341763,49999
158447,9995
199681,8500
338520,9995
62780,5950
404879,25984
340691,10500
236663,31995
49495,27985
107482,19876
313146,20990
413566,17999
197530,3495
63157,12999
381940,3250
296852,9000
341051,26988
224172,15195
268976,9900
269494,8990
333935,8500
194866,7999
347247,13873
252035,34859
138027,7950
284915,13000
281788,12500
265622,28500
369814,16987
320519,6900
32709,18990
372858,7250
105853,39980
404299,7503
189281,8995
61820,9400
149633,8464
346336,4995
305760,15500
137757,10995
423828,8000
31104,29389
309792,6990
318466,18988
245743,40660
144986,8923
383806,8995
16173,19995
615,19795
355000,34995
390129,12950
229795,5995
295160,5990
248171,24950
327080,27988
413632,7900
158525,5995
164763,32951
20569,16888
273898,23988
227175,11500
205963,28995
159266,12999
145176,23990
105265,16985
254109,6450
319131,19999
130989,5750
288156,799
321510,21995
276328,8000
285245,9995
297535,8599
240038,21990
166046,32990
310338,15995
86844,33195
186098,15500
242794,7995
146053,3200
16279,15990
343923,6900
223922,24900
198883,13990
417495,12494
30721,27995
353043,28450
226663,19000
235790,19750
98655,6997
317920,7999
245015,34999
96953,14900
84341,32966
308028,19995
153659,7995
9058,16491
114532,18695
293666,37995
5372,8950
61976,31999
149711,3300
323089,25990
306745,10990
284998,5995
221260,16590
384139,28999
303661,4990
358711,9258
315346,26500
128744,17499
327940,8250
237817,10998
387906,18491
347209,34997
395343,29995
211668,17500
51075,27987
249343,22799
238494,22590
26630,14995
112666,4485
353864,16495
417467,6950
79593,22995
95793,30995
65671,370
401861,17499
266773,14990
6204,21990
127760,37999
43980,30500
284685,41923
238886,9499
337353,14500
213833,37550
44508,3000
331879,13940
271736,9995
234974,17995
115284,21996
92805,3900
372392,28990
202747,12900
202097,3980
299613,7900
363242,1500
392368,26998
388849,26950
144544,7995
420011,19970
252429,9000
275626,8550
2702,89995
377949,6000
122788,7980
316430,49999
143991,11498
263867,4500
300263,5999
403573,12488
411275,20000
215858,10995
80414,8895
290920,15933
96290,16900
416265,21900
323870,5888
392985,14599
267800,4500
409785,9495
35355,15595
28934,4985
300061,35990
209435,3000
329124,5996
154239,6475
184542,7999
120561,6995
262137,22000
288757,27990
357493,22000
337968,20800
225931,6950
182817,11999
299689,330
185204,5475
45566,4700
156106,13590
411176,18888
118056,27987
316632,23990
79463,8995
294159,17990
1355,12199
14796,5988
312623,28999
153193,9500
268314,17990
62704,19244
413160,23775
7966,29990
271543,31990
346583,6995
187317,4800
285058,14500
402668,14788
227300,10995
100312,5500
323835,8500
195901,13990
390227,9149
418855,16888
235953,10488
356186,10995
284818,30990
281052,37995
72265,22599
284363,42500
100657,5999
218576,4500
232313,20490
414142,6900
269254,15995
397824,5995
411272,12900
177472,22990
207223,13889
52124,34990
313661,16450
397482,21500
228299,11900
320978,2995
202959,16995
420191,29990
102565,12950
216,15777
227381,31800
360714,22955
172264,13995
312603,1600
316820,6500
19816,6999
237289,6500
1580,44000
236694,8988
191671,3900
65480,19995
145941,13995
182470,27590
251649,18995
281473,14498
336193,6995
210632,20000
287759,19500
53633,36000
183656,4800
167610,10995
367094,36995
207710,9900
234438,27995
243289,32995
166202,37950
274567,41911
96988,9994
258428,17500
290219,12979
316259,44999
280152,11995
292688,11999
70061,16200
246086,5997
74544,25999
328836,44000
121127,27900
223526,15000
71737,22981
338585,21777
16930,391
81772,2250
55719,17995
292450,292
388125,5995
314303,9500
270738,7995
394149,14995
110648,9300
292029,21999
9902,13442
247755,12900
308180,45000
145570,36494
81895,184
812,23999
211125,12795
378647,28987
207492,16488
421325,14999
353389,13900
213714,15950
328119,14500
191076,12499
121077,13750
311372,12500
329269,32990
205062,8900
308366,7988
391481,14590
249428,24697
207670,28980
383249,4900
59583,39995
270544,18972
344269,13747
280868,37991
355790,47998
315221,21999
209202,8995
32869,4195
418039,15499
339461,15990
247098,10980
356025,4700
215189,6995
226822,4000
253305,25500
358117,26995
288907,6500
215871,7995
281932,18590
333616,39999
98404,13400
12108,23995
265049,29988
38443,36950
407838,8490
20028,15890
177943,14695
185944,7900
274506,10981
226043,6500
147504,12590
415481,3900
213025,13590
86799,12000
410259,10500
259833,35888
404664,29996
258739,24990
217886,3900
181057,20995
343245,15900
236998,27590
13827,4900
21000,17900
297320,5950
310241,33998
390233,22995
171423,9989
232944,5800
54038,21595
297861,5290
330101,9995
239878,2488
157884,9000
216926,22500
307276,6490
138491,17997
1115,14995
391537,17998
413674,35000
128706,19988
273628,21590
393648,13900
418917,7450
111552,21994
368340,11989
243659,2800
290058,40999
303005,7999
254449,8990
170281,23781
199735,12500
101247,14980
217857,12395
159656,21995
284140,19687
331321,4400
310937,9995
124947,15500
8824,17389
331381,20900
5818,3500
223775,4995
375353,11250
175545,47988
146382,16700
355453,35999
181941,6377
305497,6200
197747,5499
375256,12995
238707,11995
90446,8995
236609,29750
365328,9995
329518,7995
147359,18500
196355,23990
307791,5995
121453,13995
352386,7999
330124,6500
383704,4995
219411,11999
223250,9995
396155,16995
244969,16761
408543,3200
311605,29995
314208,16000
328289,8599
395574,10590
21506,12450
144598,17990
355168,14990
207907,7999
342313,8000
229933,43995
411297,23995
328186,26490
186921,25495
67714,6950
370171,33950
213483,6700
236956,37500
45189,31990
119319,19499
203510,10900
320731,19377
343614,7500
70718,361
139719,9995
222077,19950
186409,19995
303908,17495
288756,20490
337980,12500
352587,21994
90801,55995
160079,30590
421435,12900
143782,12788
22467,31772
369498,22995
233221,6200
411744,35899
310873,17998
253128,42995
120383,21590
238540,45995
322835,21990
348996,21900
255410,25995
322248,13975
91807,6400
219086,16900
342979,18200
272917,15500
377939,12985
398941,17900
101064,25998
171462,12988
138437,17295
231157,16500
216094,24490
168713,32995
173766,15498
262572,15500
369694,36821
85674,28990
81322,16449
260550,26984
199617,12950
169402,13589
375524,38250
284730,25995
295095,5800
78671,8598
204570,4350
296677,39995
400568,34560
71278,19629
255466,7500
190727,7995
312838,18907
259455,6995
256313,19990
92000,13495
312743,11486
300062,34990
337872,13900
267207,11900
368545,18544
299778,7750
322963,3900
338104,6950
301694,12900
188457,10995
251158,6995
241831,4988
315792,43999
61236,29590
422511,21000
422712,9000
200414,68995
57545,14991
381431,12900
241133,15995
204607,14988
102666,7500
238756,6200
315387,22995
395979,19957
5330,9995
273942,3995
287830,17995
89402,11995
201778,8950
349471,12473
354019,16750
184793,9995
350857,7995
358829,11495
264514,13995
266690,19500
15350,69999
63393,33900
7964,16590
322644,6989
258145,12490
53648,18998
397778,14429
1293,17900
381170,16995
167999,17995
198362,13995
11706,21988
203207,11401
252466,29999
220939,22995
235676,17693
296622,26995
311229,23995
121856,26800
307929,7700
252450,19589
291348,21995
